"","RIPCre.2.1","RIPCre.2.2","RIPCre.2.3","RIPCre.2.4","RIPCre.2.5","RIPCre.2.6","RIPCre.2.7","RIPCre.2.8","RIPCre.2.9","RIPCre.2.10","RIPCre.2.11","RIPCre.2.12","RIPCre.2.13","RIPCre.2.14","RIPCre.2.15","RIPCre.2.17","RIPCre.2.24","RIPCre.2.25","RIPCre.2.26","RIPCre.2.27","RIPCre.2.29","RIPCre.2.31","RIPCre.2.32","RIPCre.2.34","RIPCre.2.43"
"Aplnr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aplp1",327.13,281.41,199.1,283.78,295.82,285.85,290.51,436.16,583.31,353.31,249.8,304.66,256.69,214.01,314.02,174.82,263.27,349.12,345.78,301.41,270.34,388.78,409.77,347.51,431.62
"Aplp2",11.61,42.58,132.06,92.54,108.33,21.14,85.85,64.45,77.79,167.45,123.33,41.98,97.53,148.44,130.43,180.27,98.6,110.89,105.27,82.12,93.77,124.93,26.05,91.08,12.96
"Apmap",140.47,50.12,184.44,62.7,145.22,90.42,0,37.86,69.89,85.72,139.83,102.94,0,147.85,45.8,54.81,2.59,84.97,110.32,69.13,98.29,32.41,133.89,10.33,37.75
"Apoa1",0,0,0,0,0,15.49,0,0,0,12.97,0,2.66,0,0,0,0,0,0,0,0,0,0,0,26.59,199.67
"Apoa1bp",233.2,224.94,244.48,216.47,77.31,204.23,171.35,274.4,144.86,263.01,131.4,171.92,96.25,210.02,261.84,11.59,162.94,93.49,0,155.36,209.46,171.69,163.19,221.22,0
"Apoa2",0,15.32,35.73,0,0,0,0,35.93,0,0,1.8,1.4,0,40.01,0,0,0,0,0.68,60.44,24.86,0,0,0,0
"Apoa4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apob",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apobec1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0
"Apobec2",0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apobec3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,0
"Apobec4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apobr",0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoc3",0,0,0,0,0,35.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apod",0.29,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoe",0,0,0,0,0,0,2.88,0,0,0,0,0,0,21.85,112.76,0,0,0,0,65.45,0,0,0,0,0
"Apof",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0
"Apol10a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol10b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol11a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol11b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol6",0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.33,0.44,0.14,0,0.23,0,0.16,0,0,0,0,0
"Apol7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol7d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol7e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,15.2,0,0,0,0,0,64.83,0,0,0
"Apol9a",0,0,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,9.61,0,0,0
"Apol9b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apold1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apom",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoo",155.13,107.87,81.09,104.97,71.74,125.32,71.83,0.88,14.33,0,98.6,164.17,94.34,0,23.83,25.34,0,41.38,62.94,64.89,32.44,22.64,65,33.76,114.76
"Apool",0.39,23.53,0,0,0,0,0,0,1.83,0,0,23.27,0,0,0,0,0,0,0,0,0,0,0,0,2.22
"Apopt1",1.78,18.82,13.25,14.92,15.68,25.9,20.28,15.88,9.29,18.75,10.16,21.99,5.44,8.17,16.28,20.56,0.3,0.12,8.97,10.96,2.05,2.55,0,7.03,0.34
"App",287.68,210.73,158.29,258.83,286.47,249.55,316.42,186.52,329.58,189.67,199.73,234.49,206.23,176.85,293.37,237.57,312.19,191.27,289.05,264.07,282.9,320,323.55,125.21,85.31
"Appbp2",114.25,52.08,171.24,120.52,84.35,108.01,23.01,44.15,15.84,97.02,49.6,96.78,135.64,87.37,31.49,70.41,109.94,78.58,65.19,0.22,78.17,74.12,93.54,19.42,0
"Appbp2os",0,0,0,0,0,0,0,0,0,9.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Appl1",12.8,2.52,2.35,50.97,28.62,27.77,6.14,4.84,0.75,29.7,23.02,46.29,24.29,0.89,1.11,32.79,0,11.67,10.21,31.77,6.48,12.62,7.42,11.2,29.27
"Appl2",0,0,0,0,0,0,0,3.23,0,0,0,27.31,0,91.87,0,0,0,31.68,0,0.37,0,0,0.47,12.3,0
"Aprt",55.73,85.46,107.89,104.33,8.78,141.42,73.99,189.15,99.28,221.35,64.25,169.96,238.57,120.71,167.05,85.76,190.25,99.33,31.53,186.69,88.14,83.44,131.12,81.07,137.58
"Aptx",0,0,0,20.31,0,0,11.09,12.75,6.38,0,0.25,19.12,9.86,26.02,0,14.97,0,3.88,38.93,13.31,6.97,0,0,0,0
"Aqp1",0,0,0,0,0,0,0,0,0,0,107.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aqp11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0.25,0
"Aqp12",0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,2.9,21.17,0,0,0,0,0,0
"Aqp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aqp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aqp4",0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aqp5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aqp6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59,0,0,0,0
"Aqp7",0.24,0,0,0.41,0,0,0.17,0,0,0.35,0.39,0,0.5,0.21,0.19,0.18,0.51,0,0.5,0,0,0,0.27,0,0.59
"Aqp8",0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aqp9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aqr",0,0,0,0.04,0,0,0,1.67,0,20.5,0,0,12.36,0,0,0,0,0,0,0,9.28,0,0,14.37,0
"Ar",36.62,0,0,0,0,0,48.2,0,0,0,0,0,41.83,0,0,36.1,12.07,0,0,0,89.37,0,0,54.67,0
"Araf",111.22,104.86,109.93,74.56,94.13,78.87,68.08,84.43,84.55,90.19,70.14,97.59,94.01,82.19,60.11,102.67,90.2,85.26,92.18,78,67.88,63.84,77.89,133.37,98.73
"Arap1",0,0,0,0.08,0,0,0,0.61,0,0,1.27,0,0,0,19.28,17.25,0,8.79,12.52,0,20.04,0,0,0,0
"Arap2",0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,20.04,23.61,0,0,0,0.53,0,0
"Arap3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
"Arc",129.91,40.38,37.33,35.48,184.58,52.02,39.33,0,83.12,0,197.26,80.39,136,0,54.59,0,8.17,0.25,0,76.3,0,0,0.69,0,186
"Arcn1",15.3,67.73,42.05,24.14,0,51.51,6.95,2.35,13.1,0,35.71,1.31,53.17,0,5.12,9.82,32.38,31.94,51.46,0,48.95,30.57,37.45,27.35,15.84
"Areg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arel1",0.09,8.6,0,2.23,0,27.27,27.82,0,0,0,8.31,17.52,0,0,0,22,4.11,0,11.81,0,0,20.22,2.65,27.76,0
"Arf1",302.76,248.59,260.51,254.47,282.58,340.55,244.59,220.02,276.5,201.62,168.3,314.26,253.45,226,218.72,263.15,289.39,312.78,257.08,215.34,188.59,223.07,255.79,329.89,246.48
"Arf2",90.03,0,45.44,32.99,0,0,71.68,0,52.92,34.29,32.22,69.58,25.52,0,0,105.5,0,0,38.96,0,25.15,65.95,0,54.17,113.04
"Arf3",64.7,78.95,179.84,123.36,28.93,52.31,98.69,135.27,76.62,78.63,64.92,61.74,94.86,56.37,126.67,94.82,14.37,113.12,12.87,159.83,112.25,238.15,107.79,187.11,42.01
"Arf4",239.94,169.02,208.51,98.53,139.45,133.63,156.37,21.13,65.3,46.85,111.33,198.24,132.11,180.14,40.29,156.27,169.25,112.68,127.57,11.83,78.68,90.08,100.36,44.36,13.05
"Arf5",95.24,104.13,178.75,65.83,116.54,179.35,60.3,134.58,369.45,110.87,110.76,140.62,98.24,30.55,178.48,124.74,153.11,3.39,102.21,162.47,121.9,181.84,109.82,123.31,164.91
"Arf6",2.48,2.48,6.66,0.42,0.35,0,1.71,9.91,29.68,0.49,21.97,28.45,0.17,3.14,46.87,0,1.05,14.41,3.43,48.28,24.54,12.83,29.16,0.48,0
"Arfgap1",0,31.07,95.16,68.64,0,64.67,46.46,108.63,36.62,51.99,51.96,9.25,92.96,77.88,117.52,88.77,57.4,89.82,81.47,0,39.75,86.15,45.8,78.99,11.7
"Arfgap2",14.3,11.67,0,24.07,15.81,0,20.26,0,3.64,0,10.23,0,10.1,21.81,13.15,16.93,14.29,18.09,15.95,0,23.56,22.17,0,0,7.59
"Arfgap3",0,82.43,78.94,0,0,27.12,39.44,2.99,0,0,0.9,76.97,18.84,0,143.6,48.22,15.32,0,0.48,26.82,38.38,54.47,30.46,0,122.34
"Arfgef1",0,0,0,1.89,8.93,0.1,6.63,0.72,0,0,0.47,0,0,15.37,0.88,11.6,0,0.94,25.55,8.39,10.47,7.67,0.07,7.91,36.3
"Arfgef2",3.58,0,0,1.99,0,13.58,0,0,0,11.47,7.72,0,0,19.49,14.76,0,0,0,0,14.2,27.33,0,1.52,4.64,0.78
"Arfgef3",3.75,31.19,0,0.06,2.38,0.53,9.52,1.09,0,0,12.78,3.37,5.14,0,2.75,0.52,11.69,0.19,5.06,43.11,8.9,26.17,0,2.31,0
"Arfip1",0,0,0,19.36,0,0,0.7,0.28,0,6.16,8.56,4.9,0.83,5.38,6.38,7.89,10.89,0,18.8,0,0.81,0,0,0,0
"Arfip2",37.44,27.53,0,35.03,7.08,50.87,41.76,107.7,55.18,45.89,60.3,0,37.37,0,34.44,74.56,0,4.34,65.65,0,22.88,83.24,46.75,124.07,139.09
"Arfrp1",95.55,0,31.84,46.09,40.68,30.54,79.12,85.72,35.26,23.27,26.36,24.38,33.05,39.62,35.67,71.29,18.51,28.02,3.94,89.91,9.25,19.41,56.89,0,0
"Arg1",0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,20.57,0,0
"Arg2",32.22,0,0,3.73,0,9.26,0,4.35,29.51,37.47,0,69.32,0,9.86,0,0,0,3.34,0,8.91,0,6.52,3.98,3.19,0
"Arglu1",63.06,93.78,28.6,33.78,62.65,39.83,56.05,26.58,5.74,63.32,6.5,42.43,46.98,87.75,8.34,39.32,51.29,24.11,46.98,26.05,5.51,9.48,45.08,28.64,52.47
"Arhgap1",81.07,105.3,215.37,88.19,68.73,0,30.8,68.93,76.45,115.74,0,69.77,84.82,0,143.53,72.85,40.97,74.17,49.45,63.24,98.86,45.45,88.81,72.99,53.36
"Arhgap10",18.07,0,0,0.87,0,0,1.95,16.6,0,0,0,9.54,0,0,25.29,0,0,0,3.58,0,0,0,0,0,0
"Arhgap11a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0
"Arhgap12",0,46.29,0,26.33,81.58,0,12.41,0,0.67,25.66,34.3,28.34,26.01,0,11.61,9.07,29.08,0,0,38.74,23.13,5.32,16.1,0,0
"Arhgap15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap15os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap17",2.64,0,0,0,0,0,0,0,9.83,0,0,0,0,0,0.27,0.05,0,0,0.72,0,0,0,0,24.76,0
"Arhgap18",0,0,0,31.33,0,0,0,2.32,0,23.67,11.61,0,0,0,0,4.88,0,0,0,0,16.09,0,0.58,54.61,0.21
"Arhgap19",3.48,0,0,20.49,0,0.42,0,1.09,0,0,0,4.36,0,0,0,0,0,0,12.95,0,0.29,0,0.13,0,0
"Arhgap20",0,9.36,0,1.26,4.38,0,0,0,14.45,29.2,15.95,0,0.54,0,33.16,22.59,18.69,19.78,0.35,20.76,0.89,0,11.62,15.78,32.33
"Arhgap20os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap21",0,1.14,0,11.98,0,0,0,21.81,0.15,28.8,6.77,0.45,22.42,46.82,1.08,6.18,8.9,2.72,11.39,11.74,1.03,0.23,17.84,0,0
"Arhgap22",0,0,0,0,0,79.88,0,0,0,0,0,0,0,0,23.37,81.07,0,0,0,0,0,0,0,0,0
"Arhgap23",0,0,0,0,0,0,0,0,2.68,8.19,0,0,0,0,0,6.62,34.16,1.15,15.32,2,4.38,0,21.56,0,0
"Arhgap24",0,2.81,0,2.47,0,3.01,0,3.17,0,0,2.63,10.07,5.33,0,5.43,0.33,3.44,0,6.43,0,2.07,0,0,0,0
"Arhgap25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap26",3.66,6.08,18.28,19.92,0.04,0,1.11,0.35,15.93,12.03,33.14,2.16,3.1,15.64,32.58,11.42,41.52,0.83,10.24,0,0.15,39.44,2.02,26.88,6.29
"Arhgap27",0,0,0,0,0,0,0,0,0,0,0,13.74,0,0,0,43.94,32.62,0,0,0,18.47,0,15.47,37.6,0
"Arhgap27os3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap29",0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45,0,0,0,0,0,0,0
"Arhgap31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.22,0,4.12,0,0,0,0
"Arhgap32",4.38,0.5,0,4.34,0,12.01,8.58,0,0,0,8.36,3.48,10.42,10.03,16.74,0.6,23.94,3.02,6.53,14.01,9.61,0.76,15.65,32.44,35.75
"Arhgap33",0.41,0,15.47,8.57,0,0,9.46,2.64,11.94,7.71,6.85,0,10.23,0,28.02,12.54,87.49,2.13,23.46,0,7.25,65.53,18.59,0,0
"Arhgap33os",0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap35",4.55,2.59,16.56,3.28,1.91,2.41,3.32,10.81,4.71,0.27,20.46,11.39,11.3,0.06,11.5,6.42,23.6,59.63,22.03,30.69,26.16,0.4,12.37,4.64,0
"Arhgap36",240.9,329.39,381.26,392.56,342.14,0,0,339.29,0,328.15,268.85,154.75,398.71,330.57,210.96,0,390.29,113.52,267.93,0,10.82,0,385,0,57.39
"Arhgap39",0,0,16.38,12.25,0,0,3.19,2.33,0,2.59,6.76,2.85,16.99,33.41,15.25,0,2.19,17.63,15.55,0,2.43,5.17,9.88,14.17,53.76
"Arhgap4",0,0,0,0,0,0,0,23.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap40",0,0,0,45.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap42",0,0,0,0,0,0,0,10.49,3.28,6.4,0,0,8.27,8.33,0,0,0,11.64,10.58,0,0,0,0,0,0
"Arhgap44",9.54,24.49,22.34,16.2,0.22,0,44.74,31.22,23.12,0,45.66,38.3,0,21.43,9.14,9.26,9.61,14.81,0.55,39.94,40.97,33.06,13.97,25.22,0
"Arhgap5",8.71,0.05,0,16.86,0,0,0,0.61,0.24,9.91,15.68,0,24.82,0,1.34,14.87,0,1.47,17.72,4.44,0.53,0,0,0,0
"Arhgap6",0,13.65,21.81,3.05,16.87,0,11.97,14.19,6.42,16.53,54.44,6.94,0,0,15.4,22.09,0,0.06,18.62,0.04,20.36,24.71,13.64,16.35,0
"Arhgap8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgdia",153.55,128.43,132.81,102.17,1.19,0,83.99,141.17,255.13,93.07,122.72,100.76,95.44,82.08,136.92,87.9,90.71,115.83,96.11,124.91,140.86,130.34,123.13,119.37,110.3
"Arhgdib",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgdig",170.41,184.26,42.6,250.38,120.04,149.42,52.3,0,417.24,121.08,131.32,146.29,112.75,152.76,107.41,117.4,129.49,329.48,89.93,202.77,174.96,206.72,70.53,240.52,289.32
"Arhgef1",12.72,19.07,0,0,0,0,6.78,0,56.18,11.37,12.2,0,0.5,0,29.33,9.65,0,1.82,9.12,0,11.35,0,0,0,0
"Arhgef10",0,0,12.26,0,0,0,0.24,0,18.37,0,0,0,0.11,0,0,0,0,0,3.93,0,0,0,0.51,0,2.06
"Arhgef10l",0,0,0,0.44,0,16.63,0,3.78,49.89,0,4.58,22.14,0,100.61,16.85,0,0,30.9,0,0,6.89,115.32,0,5.54,0
"Arhgef11",3.02,0,0,0,0.39,0,1.08,0,14.78,18.71,2.61,0,7.24,0,1.09,2.34,18.2,0,6.75,0,8.03,9.74,5.56,0,0
"Arhgef12",3.01,0.82,0,6.32,0,0,0.18,0,10.84,3.38,7.93,0.05,6.55,0.59,1.24,4.14,1.49,28.54,7.8,9.42,0.12,0,22.46,0,0.37
"Arhgef15",35.21,0.07,0,0.08,1.53,0.17,0.15,9.31,0,38.32,13.59,3.79,0.1,0.18,37.11,9.02,0.1,0.26,20.73,9.3,0,0.41,5.69,1.49,0
"Arhgef16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgef17",5.87,10.44,24.62,11.7,17.74,30.1,33.55,18.9,21.42,23.37,24.39,11.3,8.23,0.69,15.34,21.53,32.73,30.65,31.82,4.39,27.67,21.28,38.7,11.39,76.54
"Arhgef18",0,0,0,0,61.62,0,0.11,0,0,20.27,11.45,0,0,0,0,3.11,0,0,0.55,22.56,15.79,27.25,7.32,0,0
"Arhgef19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgef2",18.3,0.06,0,0.43,0.12,4.82,0.06,0.38,0,24.81,5.56,0.09,0,0.23,0,16.44,4.81,1.85,0,0.6,0,0,0.09,2.37,0.1
"Arhgef25",0,0,0,24.84,68.89,0,28.93,0,32.66,0,26.4,0,18.51,0,0,36.96,14.61,28.82,0,39.8,53.46,126.32,15.09,15.93,17.23
"Arhgef26",0,0,0,0.19,0,0,0,0,0.28,0,0,4.23,0,0,0,0,0,0,0,0,0,0,1.6,0,0
"Arhgef28",0,0,0,0,0,31.87,0,0,4.54,0,0.17,0,13.66,27.13,0,18.38,0,4.72,0,0,9.3,0,27.05,0,15.91
"Arhgef3",0,0,0,0,0,0,44.19,0,0,0,24.16,0,11.76,0,0,0,3.15,0,0,0,0,0,8.01,3.55,0
"Arhgef33",0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,1.43,0,0,0,0,0,5.29,0,0,0
"Arhgef37",0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgef38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgef39",0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0
"Arhgef4",75.62,18.09,25.1,56.06,56.42,0,31.02,25.36,25.63,51.33,21.68,28.91,53.33,0,17.44,3.14,35.12,28.64,35.99,3.43,17.68,22.93,51.52,54.41,22.3
"Arhgef40",0,0,7.46,10.64,5.95,8.1,4.78,6.97,0,3.45,0.76,6.36,14.44,0.59,0.91,0,5.83,41.22,1.69,0.72,1.34,3.22,0,3.83,0.4
"Arhgef5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgef6",13.67,0.05,0,0,0,0,0,0,0,0,0.25,0,6.68,0,0,0,2.44,0,0,1.97,0,0,5.94,0,0
"Arhgef7",5.4,3.61,4.86,6.01,0,0,1.13,0,24.49,2.98,9.1,0,0,15.55,0,0,40.45,10.58,18.19,22.11,13.11,19.19,13.3,4.29,0
"Arhgef9",5.2,4.67,0,16.04,0,0,7.77,6.12,16.92,26.98,22.14,26.32,21.86,0,7.55,17.96,31.6,3.47,24.18,0.19,17.21,10.67,11,14.85,0
"Arid1a",21.61,9.5,0.11,5.87,14.77,0.44,12.28,1.96,6.99,38.85,10.79,7.62,16.62,14.42,8.16,0.05,9.37,12.64,22.71,16.35,0.56,29.12,20.13,22.74,7.91
"Arid1b",2.14,1.82,4.74,0.17,0,1.05,1.1,0.45,14.4,0,4.86,0.58,9.28,0.18,9.45,2.77,0.05,0,6.14,0,6.14,30.9,0.57,8.62,0.3
"Arid2",0,0,0,0,0,0,9.17,0,10.38,22.5,0,16.57,2.66,0,0.21,0,13.12,0.35,27.43,8.15,2.12,2.6,0.07,7.42,16.28
"Arid3a",0,0,0,0,0,0,0,0.82,0,1.25,0.8,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.69
"Arid3b",0,0,0,0,0,0,0,0,1.55,0,8.67,0,0,0,27.32,8.14,0,0,1.85,0,2.63,0,0,0,41.32
"Arid3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arid4a",24.1,24.89,0,20.18,0,0,33.94,5.18,3.01,5.02,29.49,26.26,34.56,39.28,6.87,34.49,0.72,15.87,10.34,22.22,3.17,0,27.71,6.11,48.98
"Arid4b",17.26,10.47,38.53,16.68,0,19.11,4.3,5.88,4.42,3.55,8.09,22.11,27.96,36.89,5.67,10.72,6.44,22.74,21.51,20.96,8.2,5.59,0.05,0,0.65
"Arid5a",0,0,0,0,0,0,0.31,0,0,0,1.37,0,0,0,0,0,0,11.89,0.17,30,27.43,0,0,0,0
"Arid5b",26.83,8.88,0,0,0,29.31,5.52,9.26,9.8,21.36,0,6.46,16.91,21.01,23.65,0,8.02,0.65,6.47,25.63,1.16,18.9,5.69,12.06,6.68
"Arih1",0,18.86,0,0,0,0,0.24,0,0,0,0.07,2.31,0,0.05,0.83,0,0,23.5,0.61,0,0,0,2.25,0,0.08
"Arih2",16.42,44.72,0,66.54,37.81,0,47.14,10.09,39.57,0,21.42,0.26,0,0,0,0,0,0.15,23.44,11.87,32.82,4.7,37.61,12.5,34.75
"Arl1",126.05,147.26,215.67,158.47,181.53,92.87,190.15,117.83,100.66,179.4,113.47,66.55,132.79,165.32,105.32,184.68,207.19,58.22,77.53,212,136.86,77.8,156.1,156,0
"Arl10",50.63,56.51,154.58,47.99,188.37,88.7,48.01,40.65,190.87,214.45,114.44,11.32,142.04,80.54,189.92,23.66,106.16,61.87,54.35,246.32,170.85,204.37,158.46,163.37,0
"Arl11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arl13a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arl13b",0,2.73,0,0,0,0,0,21.17,12,0,10.66,0,0,60.71,0.19,0,0,10.11,21.15,17.5,9.45,35.85,8.34,0,4.19
"Arl14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arl14ep",4.15,19.95,0.1,0,0,0,0,0,2.85,14.15,0,12.06,0,22.1,15.23,0.4,1.66,17.13,0,21.14,0,6.89,0,13.33,0
"Arl14epl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arl15",7.9,0,0,5.42,0,0,1.56,0,0,0,6.75,0,9.06,0,0,0,0,0,0.72,0,1.81,0.23,1.6,0,0
"Arl16",85.15,0,80.64,16.29,3.53,14.53,68.67,111.06,33.19,70.42,0,101.12,95.46,57.59,42.72,79.83,0,53.82,14.32,48.65,49.7,63.82,16.47,51.1,0.35
"Arl2",289.81,235.84,248.52,201.36,185.81,153.46,181.3,390.4,374.13,131.6,182.41,280.18,182.43,246.54,323.36,292.86,361.96,391.3,134.17,169.24,170.7,176.06,147.32,313.38,358.6
"Arl2bp",33.4,116.13,51.74,15.39,167.69,179.83,43.39,135.43,102.65,119.6,43.2,108.26,39.55,113.56,0.44,77.04,77.46,130.2,108.54,84.29,93.88,73.28,61.02,82.28,0
"Arl3",184.67,192.5,197.66,121.1,76.98,146.35,154.15,199.81,263.98,147.01,88.2,231.79,133.65,210.15,110.88,138.11,100.91,93.31,128.48,94.88,100.01,196.18,130.67,69.43,145.48
"Arl4a",0,48.15,20.72,16.99,15.46,15.53,0,11.3,1.22,25.5,19.24,0.28,27.9,45.81,0,10.75,4.85,2.74,20.95,23.93,2.52,7.64,6.89,0.98,0.33
